Material_ID,Material_Type,Product_Category,Strength_MPa,Weight_Capacity_kg,Biodegradability_Score,CO2_Emission_Score_kg,Recyclability_Percentage,Source,Certification,Price_INR,Availability_Status
MAT03889,Cellulose,Footwear,18.16,28.27,73.1,5.67,4.2,Supplier C,GOTS,3638.72,Pre-Order
MAT03890,Recycled Glass,Food Packaging,474.99,55.82,31.0,9.58,2.3,Supplier E,EcoCert,3648.68,Pre-Order
MAT03891,Recycled Paper,Office Supplies,161.98,79.17,69.9,5.31,64.9,Supplier E,ISO 14001,3110.84,Pre-Order
MAT03892,Hemp Fiber,Office Supplies,113.47,22.54,43.4,2.53,16.5,Supplier E,None,1611.86,In Stock
MAT03893,Cardboard,Food Packaging,266.75,22.87,48.0,11.84,77.3,Supplier B,GOTS,3637.06,Low Stock
MAT03894,Cellulose,Coatings,319.03,71.31,52.1,4.09,60.7,Supplier A,GOTS,3235.34,Low Stock
MAT03895,Cork,Adhesives,454.52,71.3,21.5,10.67,87.3,Supplier E,None,3051.91,Low Stock
MAT03896,Cardboard,Automotive,422.66,11.34,20.8,8.84,10.9,Supplier E,EcoCert,1909.0,Pre-Order
MAT03897,Recycled PET,Furniture,46.02,82.64,96.2,7.77,11.6,Supplier D,EcoCert,1751.3,Pre-Order
MAT03898,Organic Cotton,Accessories,447.73,23.75,70.1,4.76,60.3,Supplier E,ISO 14001,2872.63,Low Stock
MAT03899,Recycled Paper,Textiles,196.7,33.23,94.2,6.08,15.3,Supplier A,FSC,1915.64,Low Stock
MAT03900,Hemp Fiber,Sports Equipment,62.92,44.7,67.5,7.06,17.2,Supplier E,GOTS,3619.63,Low Stock
MAT03901,Seaweed Polymer,Adhesives,471.49,49.34,49.1,8.55,63.1,Supplier E,Cradle to Cradle,2745.64,In Stock
MAT03902,Recycled PET,Accessories,329.49,9.87,46.9,7.69,93.3,Supplier C,FSC,312.91,Low Stock
MAT03903,Corn Plastic,Cosmetics,139.88,90.91,40.2,1.77,41.7,Supplier C,GOTS,312.91,In Stock
MAT03904,Certified Wood,Automotive,220.77,29.11,47.6,10.06,74.0,Supplier D,None,737.04,Pre-Order
MAT03905,Recycled Glass,Home Decor,135.91,66.33,87.1,12.07,11.5,Supplier D,EcoCert,1039.16,In Stock
MAT03906,Mycelium Leather,Coatings,257.93,83.02,30.8,9.24,81.1,Supplier D,FSC,3384.74,Pre-Order
MAT03907,Linen,Bags & Luggage,370.61,31.93,33.9,7.39,41.7,Supplier D,GOTS,2974.72,Pre-Order
MAT03908,Wool,Textiles,162.39,26.89,81.0,4.42,79.7,Supplier A,FSC,1900.7,Low Stock
MAT03909,Cork,Footwear,85.91,35.97,50.8,8.58,14.3,Supplier B,ISO 14001,3929.22,In Stock
MAT03910,Algae-based Material,Household Items,470.04,86.45,48.8,1.55,0.9,Supplier C,FSC,2823.66,Pre-Order
MAT03911,Certified Wood,Construction,434.47,34.59,49.4,13.59,50.3,Supplier C,None,411.68,Pre-Order
MAT03912,Bio-based Polymer,Electronics,224.91,47.61,32.1,3.23,30.7,Supplier B,None,2924.09,Pre-Order
MAT03913,Cork,Kitchen Utensils,269.45,11.43,82.6,2.7,47.0,Supplier B,FSC,1963.78,Low Stock
MAT03914,Recycled Metal,Toys,229.11,72.38,55.1,6.8,61.4,Supplier E,ISO 14001,3797.25,Pre-Order
MAT03915,Cellulose,Footwear,383.53,54.21,55.7,10.74,75.3,Supplier B,EcoCert,2490.83,Low Stock
MAT03916,Mycelium Leather,Coatings,309.18,78.95,36.1,7.59,63.7,Supplier D,Cradle to Cradle,2138.08,Pre-Order
MAT03917,Mycelium Leather,Coatings,482.33,1.45,74.9,3.83,64.9,Supplier E,FSC,3741.64,In Stock
MAT03918,Recycled Paper,Furniture,47.06,13.22,77.1,11.77,87.4,Supplier E,ISO 14001,2093.26,Low Stock
MAT03919,Hemp Fiber,Footwear,30.2,21.53,74.4,3.71,20.0,Supplier A,EcoCert,2772.2,In Stock
MAT03920,Organic Cotton,Office Supplies,207.38,54.51,20.9,4.12,13.5,Supplier A,EcoCert,398.4,In Stock
MAT03921,Mushroom Composite,Flooring,419.91,74.02,69.2,13.16,95.5,Supplier C,GOTS,452.35,Pre-Order
MAT03922,Hemp Fiber,Adhesives,247.17,91.0,48.8,4.07,80.9,Supplier E,ISO 14001,3593.07,In Stock
MAT03923,Wool,Office Supplies,389.7,2.22,53.6,3.16,71.6,Supplier C,Cradle to Cradle,1572.85,In Stock
MAT03924,Recycled Metal,Sports Equipment,457.3,65.65,84.8,5.01,95.2,Supplier E,FSC,2366.33,In Stock
MAT03925,Natural Rubber,Textiles,322.78,55.48,75.7,13.1,89.4,Supplier A,FSC,3997.28,Low Stock
MAT03926,Recycled Paper,Sports Equipment,71.43,6.97,43.1,1.62,86.6,Supplier E,Cradle to Cradle,3529.99,Pre-Order
MAT03927,Biodegradable Plastic,Office Supplies,76.61,61.9,61.9,1.04,99.9,Supplier C,FSC,2069.19,Low Stock
MAT03928,Mushroom Composite,Office Supplies,215.02,38.04,98.4,3.61,55.2,Supplier E,None,3204.63,In Stock
MAT03929,Organic Cotton,Footwear,30.57,95.43,57.7,3.34,52.5,Supplier A,GOTS,4045.42,In Stock
MAT03930,Recycled Aluminum,Electronics,105.56,1.99,91.5,2.75,91.3,Supplier D,FSC,1525.54,Low Stock
MAT03931,Seaweed Polymer,Food Packaging,246.36,63.62,98.8,14.07,49.2,Supplier C,None,2212.78,Low Stock
MAT03932,Bioplastic,Flooring,360.97,84.47,69.3,1.42,16.8,Supplier A,GOTS,1075.68,In Stock
MAT03933,Recycled Metal,Coatings,394.49,21.51,30.8,7.08,67.9,Supplier C,GOTS,4007.24,In Stock
MAT03934,Organic Cotton,Footwear,300.4,85.5,39.9,10.42,84.6,Supplier C,GOTS,1344.6,In Stock
MAT03935,Cellulose,Cosmetics,257.87,40.78,44.9,9.2,45.5,Supplier D,None,373.5,Pre-Order
MAT03936,Bio-based Polymer,Household Items,379.23,22.45,52.9,9.18,52.3,Supplier C,GOTS,2070.85,Pre-Order
MAT03937,Cellulose,Home Decor,327.68,28.73,93.4,8.39,54.0,Supplier A,None,1603.56,Low Stock
MAT03938,Recycled Copper,Toys,484.96,62.09,24.3,3.23,44.4,Supplier A,FSC,742.85,Low Stock
MAT03939,Recycled Aluminum,Flooring,11.16,20.1,38.9,12.19,37.5,Supplier D,GOTS,1841.77,In Stock
MAT03940,Organic Cotton,Food Packaging,50.86,41.16,27.3,9.46,20.0,Supplier B,GOTS,3836.26,In Stock
MAT03941,Biodegradable Plastic,Sports Equipment,91.53,18.24,97.7,1.29,56.7,Supplier D,None,473.93,Low Stock
MAT03942,Recycled Metal,Office Supplies,205.32,93.75,38.5,6.0,29.3,Supplier B,FSC,3768.2,In Stock
MAT03943,Biodegradable Plastic,Cosmetics,242.93,69.42,29.7,12.01,29.5,Supplier C,ISO 14001,2019.39,Low Stock
MAT03944,Cork Composite,Textiles,305.82,64.05,49.0,8.53,59.8,Supplier A,GOTS,2993.81,Low Stock
MAT03945,Cork Composite,Toys,400.98,24.04,48.6,12.14,99.8,Supplier C,ISO 14001,1619.33,Low Stock
MAT03946,Seaweed Polymer,Sports Equipment,126.93,19.03,28.8,9.96,2.8,Supplier E,Cradle to Cradle,2973.06,Low Stock
MAT03947,Organic Cotton,Food Packaging,204.46,33.33,53.9,2.94,58.1,Supplier C,Cradle to Cradle,4018.03,Low Stock
MAT03948,Recycled PET,Footwear,49.77,30.8,23.5,7.33,49.8,Supplier B,None,929.6,Low Stock
MAT03949,Wool,Coatings,465.68,84.86,59.5,11.99,76.8,Supplier A,GOTS,815.89,Pre-Order
MAT03950,Recycled PET,Flooring,315.98,91.1,94.0,9.12,71.4,Supplier E,FSC,1763.75,In Stock
MAT03951,Cardboard,Textiles,165.45,95.75,27.5,4.24,72.3,Supplier C,None,628.31,Pre-Order
MAT03952,Recycled Glass,Home Decor,444.55,96.65,55.2,1.58,67.3,Supplier A,None,978.57,Low Stock
MAT03953,Corn Plastic,Household Items,55.28,89.24,20.0,6.44,59.7,Supplier C,None,1401.87,In Stock
MAT03954,Algae-based Material,Home Decor,243.04,81.62,35.4,0.61,12.2,Supplier A,Cradle to Cradle,4071.98,Low Stock
MAT03955,Sustainable Bamboo,Toys,24.17,11.32,72.0,1.03,10.4,Supplier B,EcoCert,666.49,In Stock
MAT03956,Sustainable Bamboo,Flooring,319.42,65.35,56.4,0.93,24.4,Supplier E,Cradle to Cradle,1432.58,Low Stock
MAT03957,Corn Plastic,Sports Equipment,137.17,4.03,65.6,10.15,85.2,Supplier C,GOTS,3870.29,In Stock
MAT03958,Cork Composite,Office Supplies,364.17,71.25,89.9,8.52,95.9,Supplier A,ISO 14001,3559.87,Low Stock
MAT03959,Mycelium Leather,Furniture,142.9,69.16,44.2,10.08,98.7,Supplier A,GOTS,444.05,Low Stock
MAT03960,Natural Rubber,Footwear,332.85,94.32,31.6,13.69,52.8,Supplier A,None,671.47,Low Stock
MAT03961,Recycled Glass,Construction,373.75,79.86,53.8,7.91,40.0,Supplier E,GOTS,1059.91,In Stock
MAT03962,Cellulose,Bags & Luggage,310.56,24.57,93.5,6.63,31.9,Supplier D,GOTS,423.3,Low Stock
MAT03963,Mycelium Leather,Bags & Luggage,102.28,92.62,27.9,6.78,86.6,Supplier C,ISO 14001,2478.38,Low Stock
MAT03964,Recycled Paper,Bags & Luggage,326.33,29.51,27.7,13.28,47.6,Supplier A,FSC,4147.51,Pre-Order
MAT03965,Wool,Footwear,323.98,74.54,83.2,9.67,75.7,Supplier D,EcoCert,213.31,Pre-Order
MAT03966,Wool,Food Packaging,323.1,54.02,66.1,10.43,32.1,Supplier A,ISO 14001,3144.87,Pre-Order
MAT03967,Seaweed Polymer,Flooring,121.44,2.36,28.5,10.27,63.4,Supplier C,Cradle to Cradle,4018.03,Low Stock
MAT03968,Corn Plastic,Kitchen Utensils,127.82,27.48,37.8,14.79,83.0,Supplier D,FSC,3578.13,Low Stock
MAT03969,Cork Composite,Coatings,244.13,10.28,54.1,11.69,15.6,Supplier B,ISO 14001,3955.78,Pre-Order
MAT03970,Seaweed Polymer,Kitchen Utensils,400.54,32.66,40.3,0.56,56.4,Supplier A,None,2053.42,In Stock
MAT03971,Mushroom Composite,Bags & Luggage,314.48,56.14,75.7,4.4,1.8,Supplier B,EcoCert,2636.91,In Stock
MAT03972,Natural Rubber,Home Decor,25.93,35.66,93.7,2.72,6.7,Supplier B,Cradle to Cradle,1229.23,Low Stock
MAT03973,Mushroom Composite,Food Packaging,204.4,21.34,90.3,9.28,89.2,Supplier D,None,1313.06,In Stock
MAT03974,Sustainable Bamboo,Coatings,179.7,27.67,85.0,10.96,92.2,Supplier D,FSC,2700.82,Pre-Order
MAT03975,Cardboard,Flooring,326.58,89.35,22.1,14.67,99.7,Supplier A,Cradle to Cradle,3134.91,Pre-Order
MAT03976,Seaweed Polymer,Furniture,53.62,13.15,96.8,12.41,46.0,Supplier E,FSC,2486.68,Pre-Order
MAT03977,Recycled Metal,Automotive,112.74,95.6,34.8,6.16,49.8,Supplier B,EcoCert,1545.46,Low Stock
MAT03978,Cork Composite,Sports Equipment,70.41,18.31,56.8,2.18,96.5,Supplier C,FSC,532.03,Low Stock
MAT03979,Cellulose,Kitchen Utensils,102.43,20.95,72.0,3.87,49.0,Supplier A,None,1179.43,Low Stock
MAT03980,Recycled Copper,Construction,15.81,26.01,22.8,9.11,89.6,Supplier C,None,1205.16,Pre-Order
MAT03981,Recycled PET,Cosmetics,312.63,62.03,31.5,1.23,85.9,Supplier E,FSC,1478.23,Pre-Order
MAT03982,Seaweed Polymer,Bags & Luggage,120.85,87.12,71.3,13.65,86.4,Supplier C,None,2455.14,Pre-Order
MAT03983,Wool,Insulation,250.93,61.17,97.4,9.3,39.5,Supplier B,Cradle to Cradle,2841.09,In Stock
MAT03984,Recycled PET,Adhesives,180.64,15.75,61.6,9.59,42.2,Supplier A,FSC,2879.27,Pre-Order
MAT03985,Recycled Metal,Cosmetics,127.28,11.26,72.8,9.73,23.9,Supplier A,ISO 14001,992.68,Low Stock
MAT03986,Natural Rubber,Furniture,192.75,76.73,23.5,13.09,40.5,Supplier E,GOTS,2464.27,Pre-Order
MAT03987,Recycled Copper,Textiles,93.56,14.8,78.3,3.13,85.6,Supplier E,Cradle to Cradle,3776.5,In Stock
MAT03988,Mushroom Composite,Bags & Luggage,444.38,86.15,58.0,14.15,75.7,Supplier C,FSC,3032.82,Pre-Order
MAT03989,Corn Plastic,Textiles,131.79,2.18,62.1,5.62,87.8,Supplier B,Cradle to Cradle,3985.66,Pre-Order
MAT03990,Bio-based Polymer,Textiles,120.34,98.76,53.9,14.22,55.4,Supplier A,EcoCert,726.25,In Stock
MAT03991,Bioplastic,Coatings,112.48,7.69,28.5,3.86,92.5,Supplier C,GOTS,3522.52,Pre-Order
MAT03992,Bioplastic,Insulation,283.96,77.49,39.7,0.55,44.4,Supplier D,None,1274.88,In Stock
MAT03993,Algae-based Material,Textiles,56.9,79.5,55.6,10.23,57.5,Supplier C,GOTS,1742.17,Low Stock
MAT03994,Recycled Glass,Electronics,225.41,49.34,98.7,0.72,91.4,Supplier C,None,3823.81,Pre-Order
MAT03995,Mushroom Composite,Construction,428.49,91.8,64.1,1.97,12.4,Supplier E,FSC,2202.82,Pre-Order
MAT03996,Cellulose,Accessories,263.56,32.88,84.5,2.48,91.1,Supplier D,EcoCert,1283.18,Pre-Order
MAT03997,Cork Composite,Automotive,481.15,52.03,78.9,3.68,7.0,Supplier C,ISO 14001,1644.23,Low Stock
MAT03998,Seaweed Polymer,Accessories,116.02,4.3,81.7,6.03,41.6,Supplier A,None,3718.4,Pre-Order
MAT03999,Flax Fiber,Office Supplies,114.45,90.64,27.2,8.81,98.7,Supplier A,ISO 14001,3028.67,Pre-Order
MAT04000,Natural Rubber,Bags & Luggage,374.35,3.53,39.6,3.48,11.4,Supplier A,FSC,924.62,Low Stock
MAT04001,Cardboard,Coatings,47.82,47.18,81.9,3.62,57.2,Supplier A,Cradle to Cradle,2763.9,In Stock
MAT04002,Seaweed Polymer,Insulation,294.55,88.03,91.7,4.66,92.0,Supplier A,Cradle to Cradle,2226.89,In Stock
MAT04003,Seaweed Polymer,Textiles,201.67,82.98,55.9,10.55,12.7,Supplier C,Cradle to Cradle,1885.76,In Stock
MAT04004,Recycled Metal,Home Decor,440.75,92.18,24.8,6.66,32.8,Supplier E,ISO 14001,701.35,Low Stock
MAT04005,Flax Fiber,Accessories,198.45,91.6,55.3,9.72,12.9,Supplier B,None,3410.47,Pre-Order
MAT04006,Recycled Paper,Coatings,179.34,55.32,72.9,9.28,84.7,Supplier C,ISO 14001,1415.98,Pre-Order
MAT04007,Organic Cotton,Adhesives,306.2,80.42,97.4,6.51,86.0,Supplier C,GOTS,3901.0,Low Stock
MAT04008,Jute,Bags & Luggage,476.22,45.22,99.7,10.61,53.9,Supplier D,GOTS,482.23,Low Stock
MAT04009,Bio-based Polymer,Food Packaging,485.17,26.77,94.1,9.72,90.4,Supplier C,None,4045.42,Pre-Order
MAT04010,Natural Rubber,Sports Equipment,247.33,98.71,20.8,11.91,4.9,Supplier D,GOTS,3071.83,Pre-Order
MAT04011,Recycled Copper,Coatings,342.98,4.51,98.5,1.54,88.4,Supplier A,GOTS,3608.84,In Stock
MAT04012,Certified Wood,Insulation,35.56,63.38,21.5,1.55,25.5,Supplier D,GOTS,3294.27,Low Stock
MAT04013,Mushroom Composite,Household Items,12.72,5.85,23.2,4.76,2.2,Supplier C,GOTS,3007.09,Low Stock
MAT04014,Bioplastic,Toys,198.67,79.4,43.7,14.53,81.0,Supplier C,Cradle to Cradle,1564.55,In Stock
MAT04015,Recycled Glass,Insulation,294.67,15.05,42.6,6.66,31.6,Supplier A,FSC,1847.58,Pre-Order
MAT04016,Recycled Paper,Kitchen Utensils,305.19,74.11,27.1,7.85,17.1,Supplier D,GOTS,3721.72,In Stock
MAT04017,Wool,Home Decor,39.34,67.83,49.5,5.28,2.2,Supplier C,ISO 14001,1122.99,Low Stock
MAT04018,Corn Plastic,Cosmetics,390.18,26.42,70.6,10.41,48.1,Supplier D,FSC,3368.97,In Stock
MAT04019,Cellulose,Food Packaging,348.48,89.38,82.2,2.77,24.8,Supplier D,Cradle to Cradle,2492.49,In Stock
MAT04020,Bio-based Polymer,Home Decor,160.57,38.2,53.1,4.18,29.3,Supplier D,GOTS,1679.09,Low Stock
MAT04021,Cork Composite,Flooring,307.4,76.15,40.1,4.97,94.1,Supplier B,EcoCert,2326.49,In Stock
MAT04022,Sustainable Bamboo,Accessories,433.33,63.64,41.7,11.32,68.1,Supplier E,None,3223.72,In Stock
MAT04023,Cork Composite,Adhesives,234.2,71.99,98.3,1.84,85.9,Supplier C,EcoCert,3813.02,Pre-Order
MAT04024,Recycled Glass,Electronics,445.64,57.87,44.8,5.43,76.1,Supplier D,FSC,2334.79,Pre-Order
MAT04025,Recycled Metal,Footwear,284.57,84.46,60.3,8.62,64.4,Supplier B,Cradle to Cradle,2065.04,Low Stock
MAT04026,Wool,Kitchen Utensils,214.85,26.21,65.8,13.92,45.3,Supplier B,GOTS,346.11,In Stock
MAT04027,Certified Wood,Textiles,285.82,85.65,56.4,6.64,84.7,Supplier C,Cradle to Cradle,2443.52,Low Stock
MAT04028,Seaweed Polymer,Toys,221.94,69.73,52.0,1.33,61.1,Supplier E,FSC,2509.92,Low Stock
MAT04029,Bio-based Polymer,Office Supplies,420.92,13.49,66.1,9.91,21.1,Supplier E,Cradle to Cradle,1952.16,In Stock
MAT04030,Mushroom Composite,Home Decor,216.03,85.88,45.5,2.19,62.8,Supplier D,None,3534.97,In Stock
MAT04031,Seaweed Polymer,Adhesives,329.54,82.6,53.3,1.17,30.3,Supplier D,Cradle to Cradle,1271.56,Low Stock
MAT04032,Corn Plastic,Textiles,143.13,36.19,56.0,12.79,94.5,Supplier C,None,386.78,In Stock
MAT04033,Flax Fiber,Cosmetics,186.39,96.31,40.5,4.59,64.0,Supplier E,EcoCert,3290.12,Low Stock
MAT04034,Recycled PET,Bags & Luggage,74.77,39.55,70.4,7.61,95.0,Supplier E,GOTS,1230.06,Low Stock
MAT04035,Natural Rubber,Bags & Luggage,357.66,65.8,51.2,12.58,75.3,Supplier B,GOTS,1799.44,Pre-Order
MAT04036,Mycelium Leather,Automotive,11.58,90.56,46.7,15.0,89.8,Supplier A,None,3959.1,Low Stock
MAT04037,Bio-based Polymer,Kitchen Utensils,464.98,47.54,62.2,10.75,77.5,Supplier E,GOTS,2057.57,Pre-Order
MAT04038,Mushroom Composite,Insulation,254.01,94.73,64.4,14.87,84.1,Supplier D,Cradle to Cradle,3605.52,In Stock
MAT04039,Hemp Fiber,Sports Equipment,463.31,81.28,63.2,11.93,18.7,Supplier C,GOTS,2016.9,Pre-Order
MAT04040,Bio-based Polymer,Coatings,481.58,80.59,42.8,10.53,4.6,Supplier E,Cradle to Cradle,3992.3,In Stock
MAT04041,Jute,Home Decor,119.73,50.08,82.5,10.37,25.6,Supplier A,Cradle to Cradle,1274.05,Low Stock
MAT04042,Recycled Aluminum,Cosmetics,297.35,39.57,95.6,6.71,33.4,Supplier D,FSC,3570.66,Low Stock
MAT04043,Bioplastic,Automotive,178.69,10.81,68.5,5.56,61.3,Supplier D,EcoCert,2278.35,Pre-Order
MAT04044,Recycled Metal,Furniture,36.2,67.32,21.7,1.42,21.6,Supplier C,None,3552.4,Pre-Order
MAT04045,Biodegradable Plastic,Construction,112.17,77.31,44.0,3.08,98.7,Supplier B,GOTS,2453.48,Pre-Order
MAT04046,Recycled Glass,Textiles,280.58,9.94,50.3,8.87,35.2,Supplier A,ISO 14001,2599.56,Pre-Order
MAT04047,Flax Fiber,Automotive,290.46,30.75,92.1,1.07,6.8,Supplier B,EcoCert,591.79,Low Stock
MAT04048,Bioplastic,Textiles,138.95,91.57,67.2,1.89,8.2,Supplier B,FSC,743.68,Pre-Order
MAT04049,Corn Plastic,Food Packaging,496.46,60.67,50.8,6.77,43.3,Supplier B,FSC,2475.06,Pre-Order
MAT04050,Recycled Glass,Furniture,283.24,21.57,58.5,13.27,67.6,Supplier C,FSC,3692.67,Pre-Order
MAT04051,Mushroom Composite,Footwear,198.6,47.93,58.3,4.94,55.0,Supplier A,None,3265.22,In Stock
MAT04052,Biodegradable Plastic,Automotive,438.36,48.01,30.9,12.0,99.5,Supplier A,Cradle to Cradle,2458.46,In Stock
MAT04053,Certified Wood,Food Packaging,474.91,33.67,35.8,6.66,61.7,Supplier C,None,746.17,Pre-Order
MAT04054,Mushroom Composite,Accessories,348.58,15.21,96.3,10.92,76.2,Supplier B,None,2108.2,Pre-Order
MAT04055,Wool,Flooring,289.0,27.57,67.6,12.12,85.5,Supplier D,FSC,4020.52,Pre-Order
MAT04056,Cardboard,Kitchen Utensils,135.98,79.06,50.7,9.44,5.2,Supplier D,None,237.38,In Stock
MAT04057,Bioplastic,Office Supplies,434.44,95.76,50.5,3.15,74.9,Supplier C,Cradle to Cradle,566.06,In Stock
MAT04058,Sustainable Bamboo,Flooring,34.6,2.81,21.6,1.62,89.6,Supplier A,EcoCert,1999.47,In Stock
MAT04059,Recycled Metal,Coatings,390.04,28.7,82.9,4.1,5.6,Supplier D,GOTS,3854.52,Low Stock
MAT04060,Mushroom Composite,Textiles,152.64,40.17,84.0,5.11,7.9,Supplier B,ISO 14001,1000.98,Pre-Order
MAT04061,Sustainable Bamboo,Electronics,442.31,72.21,60.9,5.86,44.3,Supplier A,FSC,1063.23,Low Stock
MAT04062,Recycled Paper,Food Packaging,364.71,71.87,99.0,10.55,27.5,Supplier D,GOTS,925.45,Low Stock
MAT04063,Biodegradable Plastic,Kitchen Utensils,499.47,1.67,95.5,10.73,70.0,Supplier D,FSC,4140.87,Low Stock
MAT04064,Cork,Accessories,418.57,48.63,70.7,1.14,84.1,Supplier A,None,3651.17,Low Stock
MAT04065,Recycled Aluminum,Automotive,212.73,8.6,83.9,8.5,85.3,Supplier B,None,3828.79,Pre-Order
MAT04066,Mycelium Leather,Electronics,491.58,42.18,36.7,6.03,27.0,Supplier D,Cradle to Cradle,2924.92,In Stock
MAT04067,Bio-based Polymer,Bags & Luggage,429.03,97.61,41.7,5.45,72.2,Supplier D,ISO 14001,3490.98,In Stock
MAT04068,Corn Plastic,Insulation,358.5,4.06,82.9,14.37,33.9,Supplier C,None,496.34,In Stock
MAT04069,Sustainable Bamboo,Textiles,290.37,33.47,97.4,13.47,92.1,Supplier A,FSC,2664.3,Low Stock
MAT04070,Linen,Coatings,392.42,80.08,76.2,4.47,92.7,Supplier D,EcoCert,3180.56,Low Stock
MAT04071,Jute,Food Packaging,425.2,26.41,60.2,13.42,37.6,Supplier C,ISO 14001,1428.43,Low Stock
MAT04072,Bio-based Polymer,Automotive,161.71,86.63,80.6,6.11,87.7,Supplier E,Cradle to Cradle,2807.06,In Stock
MAT04073,Cork Composite,Kitchen Utensils,175.38,26.53,28.5,8.01,49.9,Supplier A,GOTS,2153.85,Pre-Order
MAT04074,Algae-based Material,Textiles,197.51,37.54,64.5,14.24,56.8,Supplier C,GOTS,2840.26,Low Stock
MAT04075,Recycled Paper,Insulation,93.5,49.7,63.9,12.83,32.6,Supplier C,None,351.92,Low Stock
MAT04076,Sustainable Bamboo,Footwear,454.01,28.62,31.0,14.61,26.1,Supplier D,Cradle to Cradle,743.68,Pre-Order
MAT04077,Biodegradable Plastic,Flooring,274.02,70.3,87.8,1.44,81.9,Supplier E,None,1071.53,Low Stock
MAT04078,Cork Composite,Automotive,211.25,25.95,69.4,14.91,4.3,Supplier A,Cradle to Cradle,735.38,Pre-Order
MAT04079,Recycled Aluminum,Flooring,67.03,15.84,92.5,0.58,97.6,Supplier A,Cradle to Cradle,2792.95,Pre-Order
MAT04080,Biodegradable Plastic,Food Packaging,220.3,8.7,41.2,6.68,57.7,Supplier B,EcoCert,780.2,Pre-Order
MAT04081,Cellulose,Toys,201.8,73.98,74.7,5.04,12.1,Supplier A,GOTS,1994.49,In Stock
MAT04082,Biodegradable Plastic,Kitchen Utensils,221.89,8.95,86.5,7.13,75.8,Supplier E,ISO 14001,607.56,In Stock
MAT04083,Recycled PET,Kitchen Utensils,281.26,18.72,42.7,5.83,45.7,Supplier D,Cradle to Cradle,575.19,Low Stock
MAT04084,Seaweed Polymer,Food Packaging,222.4,49.32,75.0,9.26,15.9,Supplier E,FSC,3462.76,Low Stock
MAT04085,Recycled Aluminum,Textiles,136.88,2.06,70.8,12.04,11.1,Supplier B,None,797.63,Low Stock
MAT04086,Bioplastic,Kitchen Utensils,272.02,20.43,96.3,7.23,97.3,Supplier A,EcoCert,3294.27,Pre-Order
MAT04087,Recycled Aluminum,Textiles,93.58,77.27,47.6,8.97,26.8,Supplier D,None,1308.08,Low Stock
MAT04088,Recycled Aluminum,Insulation,494.59,54.41,27.2,10.23,16.5,Supplier B,ISO 14001,3175.58,Pre-Order
MAT04089,Cork,Sports Equipment,57.06,2.44,64.7,1.06,35.8,Supplier A,ISO 14001,3447.82,Low Stock
MAT04090,Cellulose,Automotive,361.66,73.79,51.9,3.99,6.2,Supplier C,EcoCert,3757.41,Low Stock
MAT04091,Bioplastic,Textiles,165.84,39.75,91.9,11.42,43.6,Supplier E,Cradle to Cradle,1812.72,Low Stock
MAT04092,Algae-based Material,Office Supplies,462.61,74.87,50.9,14.81,13.3,Supplier D,EcoCert,1599.41,Low Stock
MAT04093,Cork,Construction,406.6,62.26,34.2,13.16,36.0,Supplier A,Cradle to Cradle,3373.12,Pre-Order
MAT04094,Mycelium Leather,Electronics,310.14,56.36,94.5,12.38,82.2,Supplier E,Cradle to Cradle,3775.67,In Stock
MAT04095,Corn Plastic,Insulation,458.24,63.96,43.0,2.2,5.6,Supplier A,Cradle to Cradle,368.52,Low Stock
MAT04096,Natural Rubber,Insulation,153.51,29.43,96.8,14.45,85.2,Supplier E,FSC,3174.75,In Stock
MAT04097,Cork Composite,Electronics,145.56,7.14,76.1,5.04,65.0,Supplier E,EcoCert,1816.04,Pre-Order
MAT04098,Cellulose,Kitchen Utensils,444.92,39.0,65.2,12.81,24.5,Supplier A,GOTS,1651.7,Low Stock
MAT04099,Recycled PET,Coatings,488.99,63.91,95.8,11.34,82.1,Supplier D,ISO 14001,395.91,In Stock
MAT04100,Cardboard,Flooring,292.71,16.82,56.4,4.31,11.4,Supplier A,GOTS,915.49,Pre-Order
MAT04101,Seaweed Polymer,Food Packaging,449.58,12.71,69.9,13.95,32.8,Supplier C,Cradle to Cradle,2122.31,In Stock
MAT04102,Algae-based Material,Flooring,389.65,54.65,34.4,4.96,38.3,Supplier E,GOTS,2200.33,In Stock
MAT04103,Recycled PET,Automotive,178.79,23.15,21.1,10.56,96.2,Supplier C,GOTS,1602.73,In Stock
MAT04104,Organic Cotton,Furniture,171.44,26.04,26.4,12.11,55.3,Supplier C,ISO 14001,2054.25,Pre-Order
MAT04105,Certified Wood,Textiles,112.05,86.68,79.7,2.25,53.1,Supplier E,ISO 14001,1230.89,Low Stock
MAT04106,Recycled Copper,Cosmetics,412.64,11.08,21.8,10.84,82.5,Supplier A,GOTS,2128.95,Pre-Order
MAT04107,Certified Wood,Cosmetics,172.3,58.47,93.1,3.59,80.2,Supplier D,None,779.37,Pre-Order
MAT04108,Recycled Metal,Office Supplies,285.26,89.44,66.7,7.0,51.1,Supplier B,ISO 14001,3501.77,Pre-Order
MAT04109,Recycled Metal,Home Decor,97.3,21.16,23.9,14.69,36.7,Supplier A,Cradle to Cradle,957.82,In Stock
MAT04110,Recycled Metal,Footwear,416.42,84.92,36.3,3.48,84.5,Supplier B,None,2618.65,Low Stock
MAT04111,Algae-based Material,Cosmetics,288.07,89.47,51.1,4.66,19.0,Supplier D,GOTS,1351.24,Pre-Order
